0.7964,0.6761,0.6992,0.8741,0.3455,0,0,1,1,0,1
0.6503,0.5877,0.4835,0.5395,0.315,1,0,1,1,0,0
0.6673,0.6899,0.3504,0.5829,0.3297,1,0,1,1,1,0
0.8762,0.4485,0.3402,0.3451,0.2119,1,0,1,0,1,1
0.7865,0.6839,0.7074,0.3937,0.2277,0,0,0,1,1,1
0.5125,0.4522,0.05,0.1515,0.6633,1,0,1,1,0,0
